"filename", "language", "YAML", "Ignore", "JSON", "JavaScript", "TypeScript React", "TypeScript", "JSON with Comments", "Properties", "XML", "Markdown", "Docker", "comment", "blank", "total"
"/Users/Nils 1/Desktop/Contredanse/life-art/apps/halprin-web-app/src/features/tag-index/components/navbar-index.style.ts", "TypeScript", 0, 0, 0, 0, 0, 76, 0, 0, 0, 0, 0, 0, 4, 80
"/Users/Nils 1/Desktop/Contredanse/life-art/apps/halprin-web-app/src/features/tag-index/components/navbar-index.tsx", "TypeScript React", 0, 0, 0, 0, 171, 0, 0, 0, 0, 0, 0, 0, 9, 180
"/Users/Nils 1/Desktop/Contredanse/life-art/apps/halprin-web-app/src/features/tag-index/tag-index.config.ts", "TypeScript", 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 3, 10
"/Users/Nils 1/Desktop/Contredanse/life-art/apps/halprin-web-app/src/features/tag-index/tag-index.page.tsx", "TypeScript React", 0, 0, 0, 0, 176, 0, 0, 0, 0, 0, 0, 0, 16, 192
"/Users/Nils 1/Desktop/Contredanse/life-art/apps/halprin-web-app/src/features/tag-index/tag-index.style.ts", "TypeScript", 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 2, 13
"/Users/Nils 1/Desktop/Contredanse/life-art/apps/halprin-web-app/src/features/video/components/video-carrousel.style.ts", "TypeScript", 0, 0, 0, 0, 0, 159, 0, 0, 0, 0, 0, 0, 3, 162
"/Users/Nils 1/Desktop/Contredanse/life-art/apps/halprin-web-app/src/features/video/components/video-carrousel.tsx", "TypeScript React", 0, 0, 0, 0, 73, 0, 0, 0, 0, 0, 0, 0, 4, 77
"/Users/Nils 1/Desktop/Contredanse/life-art/apps/halprin-web-app/src/features/video/components/video-footer.style.ts", "TypeScript", 0, 0, 0, 0, 0, 184, 0, 0, 0, 0, 0, 0, 6, 190
"/Users/Nils 1/Desktop/Contredanse/life-art/apps/halprin-web-app/src/features/video/components/video-footer.tsx", "TypeScript React", 0, 0, 0, 0, 376, 0, 0, 0, 0, 0, 0, 0, 12, 388
"/Users/Nils 1/Desktop/Contredanse/life-art/apps/halprin-web-app/src/features/video/components/video-navbar.style.ts", "TypeScript", 0, 0, 0, 0, 0, 129, 0, 0, 0, 0, 0, 0, 7, 136
"/Users/Nils 1/Desktop/Contredanse/life-art/apps/halprin-web-app/src/features/video/components/video-navbar.tsx", "TypeScript React", 0, 0, 0, 0, 219, 0, 0, 0, 0, 0, 0, 0, 6, 225
"/Users/Nils 1/Desktop/Contredanse/life-art/apps/halprin-web-app/src/features/video/components/video-player.style.ts", "TypeScript", 0, 0, 0, 0, 0, 208, 0, 0, 0, 0, 0, 0, 17, 225
"/Users/Nils 1/Desktop/Contredanse/life-art/apps/halprin-web-app/src/features/video/components/video-player.tsx", "TypeScript React", 0, 0, 0, 0, 123, 0, 0, 0, 0, 0, 0, 1, 10, 134
"/Users/Nils 1/Desktop/Contredanse/life-art/apps/halprin-web-app/src/features/video/main-video-page.style.ts", "TypeScript", 0, 0, 0, 0, 0, 125, 0, 0, 0, 0, 0, 0, 5, 130
"/Users/Nils 1/Desktop/Contredanse/life-art/apps/halprin-web-app/src/features/video/main-video-page.tsx", "TypeScript React", 0, 0, 0, 0, 282, 0, 0, 0, 0, 0, 0, 0, 11, 293
"/Users/Nils 1/Desktop/Contredanse/life-art/apps/halprin-web-app/src/features/video/repository/__tests__/media.repo.test.ts", "TypeScript", 0, 0, 0, 0, 0, 63, 0, 0, 0, 0, 0, 0, 4, 67
"/Users/Nils 1/Desktop/Contredanse/life-art/apps/halprin-web-app/src/features/video/repository/credits.repo.ts", "TypeScript", 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 3, 28
"/Users/Nils 1/Desktop/Contredanse/life-art/apps/halprin-web-app/src/features/video/repository/media-categ.repo.ts", "TypeScript", 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 3, 19
"/Users/Nils 1/Desktop/Contredanse/life-art/apps/halprin-web-app/src/features/video/repository/media.repo.ts", "TypeScript", 0, 0, 0, 0, 0, 85, 0, 0, 0, 0, 0, 0, 4, 89
"/Users/Nils 1/Desktop/Contredanse/life-art/apps/halprin-web-app/src/features/video/repository/tag-label.repo.ts", "TypeScript", 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 3, 17
"/Users/Nils 1/Desktop/Contredanse/life-art/apps/halprin-web-app/src/features/video/repository/tag.repo.ts", "TypeScript", 0, 0, 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 4, 63
"/Users/Nils 1/Desktop/Contredanse/life-art/apps/halprin-web-app/src/features/video/types.ts", "TypeScript", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2
"/Users/Nils 1/Desktop/Contredanse/life-art/apps/halprin-web-app/src/features/video/utils/typeguards.ts", "TypeScript", 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 3, 15
"/Users/Nils 1/Desktop/Contredanse/life-art/apps/halprin-web-app/src/features/video/video.config.ts", "TypeScript", 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 1, 3, 11
"/Users/Nils 1/Desktop/Contredanse/life-art/apps/halprin-web-app/src/pages/404.tsx", "TypeScript React", 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 1, 6, 31
"/Users/Nils 1/Desktop/Contredanse/life-art/apps/halprin-web-app/src/pages/_app.tsx", "TypeScript React", 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 16, 6, 39
"/Users/Nils 1/Desktop/Contredanse/life-art/apps/halprin-web-app/src/pages/_document.tsx", "TypeScript React", 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 5, 3, 33
"/Users/Nils 1/Desktop/Contredanse/life-art/apps/halprin-web-app/src/pages/_error.tsx", "TypeScript React", 0, 0, 0, 0, 62, 0, 0, 0, 0, 0, 0, 33, 17, 112
"/Users/Nils 1/Desktop/Contredanse/life-art/apps/halprin-web-app/src/pages/about/index.tsx", "TypeScript React", 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 1, 4, 36
"/Users/Nils 1/Desktop/Contredanse/life-art/apps/halprin-web-app/src/pages/api/auth/login.ts", "TypeScript", 0, 0, 0, 0, 0, 109, 0, 0, 0, 0, 0, 2, 7, 118
"/Users/Nils 1/Desktop/Contredanse/life-art/apps/halprin-web-app/src/pages/api/hello.js", "JavaScript", 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"/Users/Nils 1/Desktop/Contredanse/life-art/apps/halprin-web-app/src/pages/api/users.ts", "TypeScript", 0, 0, 0, 0, 0, 62, 0, 0, 0, 0, 0, 43, 9, 114
"/Users/Nils 1/Desktop/Contredanse/life-art/apps/halprin-web-app/src/pages/api/users/[userEmail].ts", "TypeScript", 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 4, 21
"/Users/Nils 1/Desktop/Contredanse/life-art/apps/halprin-web-app/src/pages/auth/signin.tsx", "TypeScript React", 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 1, 5, 37
"/Users/Nils 1/Desktop/Contredanse/life-art/apps/halprin-web-app/src/pages/bio/index.tsx", "TypeScript React", 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 1, 4, 36
"/Users/Nils 1/Desktop/Contredanse/life-art/apps/halprin-web-app/src/pages/credits.tsx", "TypeScript React", 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 1, 5, 37
"/Users/Nils 1/Desktop/Contredanse/life-art/apps/halprin-web-app/src/pages/editor/index.tsx", "TypeScript React", 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 1, 4, 36
"/Users/Nils 1/Desktop/Contredanse/life-art/apps/halprin-web-app/src/pages/home.tsx", "TypeScript React", 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 1, 4, 36
"/Users/Nils 1/Desktop/Contredanse/life-art/apps/halprin-web-app/src/pages/index.tsx", "TypeScript React", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2, 4
"/Users/Nils 1/Desktop/Contredanse/life-art/apps/halprin-web-app/src/pages/menu/index.tsx", "TypeScript React", 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 1, 4, 36
"/Users/Nils 1/Desktop/Contredanse/life-art/apps/halprin-web-app/src/pages/tag-index/index.tsx", "TypeScript React", 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 1, 5, 37
"/Users/Nils 1/Desktop/Contredanse/life-art/apps/halprin-web-app/src/pages/tags/[tagSlugs].tsx", "TypeScript React", 0, 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 1, 7, 47
"/Users/Nils 1/Desktop/Contredanse/life-art/apps/halprin-web-app/src/pages/video/all.tsx", "TypeScript React", 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 1, 5, 37
"/Users/Nils 1/Desktop/Contredanse/life-art/apps/halprin-web-app/src/pages/video/category/[slug].tsx", "TypeScript React", 0, 0, 0, 0, 52, 0, 0, 0, 0, 0, 0, 1, 4, 57
"/Users/Nils 1/Desktop/Contredanse/life-art/apps/halprin-web-app/src/pages/video/favorites.tsx", "TypeScript React", 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 1, 5, 39
"/Users/Nils 1/Desktop/Contredanse/life-art/apps/halprin-web-app/src/pages/video/unwatched.tsx", "TypeScript React", 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 1, 5, 39
"/Users/Nils 1/Desktop/Contredanse/life-art/apps/halprin-web-app/src/pages/video/watched.tsx", "TypeScript React", 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 1, 5, 39
"/Users/Nils 1/Desktop/Contredanse/life-art/apps/halprin-web-app/src/types.d/index.d.ts", "TypeScript", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2
"/Users/Nils 1/Desktop/Contredanse/life-art/apps/halprin-web-app/src/types.d/react-i18next.d.ts", "TypeScript", 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 6, 2, 22
"/Users/Nils 1/Desktop/Contredanse/life-art/apps/halprin-web-app/src/types.d/react-svgr.d.ts", "TypeScript", 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 18, 2, 25
"/Users/Nils 1/Desktop/Contredanse/life-art/apps/halprin-web-app/tailwind.config.js", "JavaScript", 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 5, 2, 40
"/Users/Nils 1/Desktop/Contredanse/life-art/apps/halprin-web-app/tsconfig.jest.json", "JSON", 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 18
"/Users/Nils 1/Desktop/Contredanse/life-art/apps/halprin-web-app/tsconfig.json", "JSON with Comments", 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 12, 1, 32
"/Users/Nils 1/Desktop/Contredanse/life-art/commitlint.config.js", "JavaScript", 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 1, 41
"/Users/Nils 1/Desktop/Contredanse/life-art/docker-compose.override.sample.yml", "YAML", 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 9
"/Users/Nils 1/Desktop/Contredanse/life-art/docker-compose.yml", "YAML", 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 7, 78
"/Users/Nils 1/Desktop/Contredanse/life-art/docs/deploy/deploy-vercel.md", "Markdown", 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 7, 18
"/Users/Nils 1/Desktop/Contredanse/life-art/docs/docker/docker.md", "Markdown", 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 12, 36
"/Users/Nils 1/Desktop/Contredanse/life-art/docs/dx-atlassian-changeset.md", "Markdown", 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 7, 13
"/Users/Nils 1/Desktop/Contredanse/life-art/lint-staged.config.base.js", "JavaScript", 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 14, 4, 32
"/Users/Nils 1/Desktop/Contredanse/life-art/package.json", "JSON", 0, 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 32, 1, 77
"/Users/Nils 1/Desktop/Contredanse/life-art/packages/common/.eslintrc.json", "JSON", 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 13
"/Users/Nils 1/Desktop/Contredanse/life-art/packages/common/README.md", "Markdown", 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 3, 6
"/Users/Nils 1/Desktop/Contredanse/life-art/packages/common/jest.config.js", "JavaScript", 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 17, 4, 53
"/Users/Nils 1/Desktop/Contredanse/life-art/packages/common/lint-staged.config.js", "JavaScript", 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3
"/Users/Nils 1/Desktop/Contredanse/life-art/packages/common/package.json", "JSON", 0, 0, 78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 79
"/Users/Nils 1/Desktop/Contredanse/life-art/packages/common/src/api/json-api/__tests__/json-api-response.factory.test.ts", "TypeScript", 0, 0, 0, 0, 0, 64, 0, 0, 0, 0, 0, 0, 4, 68
"/Users/Nils 1/Desktop/Contredanse/life-art/packages/common/src/api/json-api/__tests__/json-api-typeguard.test.ts", "TypeScript", 0, 0, 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 7, 66
"/Users/Nils 1/Desktop/Contredanse/life-art/packages/common/src/api/json-api/index.ts", "TypeScript", 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 1, 14
"/Users/Nils 1/Desktop/Contredanse/life-art/packages/common/src/api/json-api/json-api-error.factory.ts", "TypeScript", 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 1, 3, 35
"/Users/Nils 1/Desktop/Contredanse/life-art/packages/common/src/api/json-api/json-api-response.factory.ts", "TypeScript", 0, 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 1, 2, 38
"/Users/Nils 1/Desktop/Contredanse/life-art/packages/common/src/api/json-api/json-api-response.types.ts", "TypeScript", 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 10, 5, 40
"/Users/Nils 1/Desktop/Contredanse/life-art/packages/common/src/api/json-api/json-api.typeguard.ts", "TypeScript", 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 4, 32
"/Users/Nils 1/Desktop/Contredanse/life-art/packages/common/src/component/info-card.tsx", "TypeScript React", 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 2, 21
"/Users/Nils 1/Desktop/Contredanse/life-art/packages/common/src/hooks/__tests__/use-deep-compare-memoize.test.ts", "TypeScript", 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 2, 14
"/Users/Nils 1/Desktop/Contredanse/life-art/packages/common/src/hooks/__tests__/use-promise.test.tsx", "TypeScript React", 0, 0, 0, 0, 133, 0, 0, 0, 0, 0, 0, 13, 27, 173
"/Users/Nils 1/Desktop/Contredanse/life-art/packages/common/src/hooks/index.ts", "TypeScript", 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 1, 3
"/Users/Nils 1/Desktop/Contredanse/life-art/packages/common/src/hooks/use-deep-compare-memoize.ts", "TypeScript", 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 3, 18
"/Users/Nils 1/Desktop/Contredanse/life-art/packages/common/src/hooks/use-promise.ts", "TypeScript", 0, 0, 0, 0, 0, 72, 0, 0, 0, 0, 0, 5, 13, 90
"/Users/Nils 1/Desktop/Contredanse/life-art/packages/common/src/index.ts", "TypeScript", 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 2, 7
"/Users/Nils 1/Desktop/Contredanse/life-art/packages/common/src/utils/__tests__/array-utils.test.ts", "TypeScript", 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 2, 33
"/Users/Nils 1/Desktop/Contredanse/life-art/packages/common/src/utils/__tests__/asserts.test.ts", "TypeScript", 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 2, 20
"/Users/Nils 1/Desktop/Contredanse/life-art/packages/common/src/utils/__tests__/string-convert.test.ts", "TypeScript", 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 3, 33
"/Users/Nils 1/Desktop/Contredanse/life-art/packages/common/src/utils/__tests__/typeguards.test.ts", "TypeScript", 0, 0, 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 3, 62
"/Users/Nils 1/Desktop/Contredanse/life-art/packages/common/src/utils/array-utils.ts", "TypeScript", 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 3, 16
"/Users/Nils 1/Desktop/Contredanse/life-art/packages/common/src/utils/asserts.ts", "TypeScript", 0, 0, 0, 0, 0, 51, 0, 0, 0, 0, 0, 1, 6, 58
"/Users/Nils 1/Desktop/Contredanse/life-art/packages/common/src/utils/random-utils.ts", "TypeScript", 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 7, 1, 15
"/Users/Nils 1/Desktop/Contredanse/life-art/packages/common/src/utils/string-convert.ts", "TypeScript", 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 3, 25
"/Users/Nils 1/Desktop/Contredanse/life-art/packages/common/src/utils/type-utils.ts", "TypeScript", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2
"/Users/Nils 1/Desktop/Contredanse/life-art/packages/common/src/utils/typeguards.ts", "TypeScript", 0, 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 6, 41
"/Users/Nils 1/Desktop/Contredanse/life-art/packages/common/tsconfig.build.json", "JSON", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 9
"/Users/Nils 1/Desktop/Contredanse/life-art/packages/common/tsconfig.jest.json", "JSON", 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 17
"/Users/Nils 1/Desktop/Contredanse/life-art/packages/common/tsconfig.json", "JSON with Comments", 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 1, 16
"/Users/Nils 1/Desktop/Contredanse/life-art/packages/db-main/.env", "Properties", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 7, 4, 12
"/Users/Nils 1/Desktop/Contredanse/life-art/packages/db-main/.eslintrc.json", "JSON", 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9
"/Users/Nils 1/Desktop/Contredanse/life-art/packages/db-main/README.md", "Markdown", 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 0, 0, 25, 72
"/Users/Nils 1/Desktop/Contredanse/life-art/packages/db-main/lint-staged.config.js", "JavaScript", 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3
"/Users/Nils 1/Desktop/Contredanse/life-art/packages/db-main/package.json", "JSON", 0, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 64
"/Users/Nils 1/Desktop/Contredanse/life-art/packages/db-main/prisma/seed.ts", "TypeScript", 0, 0, 0, 0, 0, 55, 0, 0, 0, 0, 0, 2, 5, 62
"/Users/Nils 1/Desktop/Contredanse/life-art/packages/db-main/prisma/seeds/poem/poems.seed.ts", "TypeScript", 0, 0, 0, 0, 0, 298, 0, 0, 0, 0, 0, 1, 5, 304
"/Users/Nils 1/Desktop/Contredanse/life-art/packages/db-main/src/index.ts", "TypeScript", 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 1, 4
"/Users/Nils 1/Desktop/Contredanse/life-art/packages/db-main/src/prisma-manager.ts", "TypeScript", 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 15, 4, 51
"/Users/Nils 1/Desktop/Contredanse/life-art/packages/db-main/tsconfig.json", "JSON with Comments", 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 16, 1, 30
"/Users/Nils 1/Desktop/Contredanse/life-art/static/locales/en/common.json", "JSON", 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11
"/Users/Nils 1/Desktop/Contredanse/life-art/tsconfig.base.json", "JSON", 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17
"Total", "-", 355, 24, 692, 1344, 6199, 11634, 47, 10, 2534, 421, 46, 951, 1443, 25700